Gene stable ID	Gene name
YLR201C	COQ9
YDR538W	PAD1
YMR264W	CUE1
tM(CAU)Q1	
YJR156C	
tI(AAU)L2	
YNL073W	
YCL052C	
YMR225C	MRPL44
YBL008W	
YOR020C	HSP10
YIR032C	
snR39B	
YLR206W	
YKL121W	
YEL017W	
YFR015C	
tM(CAU)O2	
YPR046W	
YDR112W	
YER087C-A	
YGL111W	
YCR034W	FEN1
YPR005C	
YDR500C	RPL37B
YNL115C	
YBR242W	
YBR126W-A	
YBR257W	
YNL270C	ALP1
YHR020W	
tR(CCU)J	
YBL099W	
YBL056W	
YKL053C-A	
YMR190C	
YKL052C	
YOL096C	
YNL249C	
YDL048C	
YFL038C	YPT1
tM(CAU)J1	
YOR072W-A	
YDL062W	
YPL086C	ELP3
YDL218W	
YNL112W	
YNL241C	ZWF1
YLR215C	
YDR174W	HMO1
YHR069C-A	
YIL077C	
YKR049C	
YLR466C-B	
YIL104C	
YML007W	YAP1
YBR198C	TAF5
YPR092W	
YHR082C	
YHR153C	
YDR170C	
YIL162W	
YKL165C-A	
YDR282C	
YLR051C	
YER004W	
YLR134W	
YNR011C	PRP2
YNL207W	
YCR087W	
YKL127W	
tE(UUC)B	
YER021W	RPN3
YOR066W	MSA1
YDL009C	
YBR070C	
YDR290W	YDR290W
YNL125C	ESBP6
tG(GCC)E	
YDR292C	
YML047W-A	YML047W-A
YDR306C	
YPL096C-A	ERI1
YGR011W	
YER175C	TMT1
YHR213W	
YDL144C	
YPR117W	
YML110C	COQ5
YFL065C	
YNL045W	
YOL115W	PAP2
YER088C	DOT6
YLR358C	
YNL302C	RPS19B
YBR201W	
YGR179C	
YLR189C	ATG26
RDN5-3	RDN5-3
YPR086W	SUA7
YCR065W	
YFR007W	YFH7
YOR348C	
Q0182	Q0182
YKL107W	
YOR352W	
YKL115C	
YPL278C	
YCR024C	
YBR258C	SHG1
YER134C	YER134C
YOR327C	
YGL260W	
YEL037C	
YHR103W	
YHR201C	
YBR094W	
YLR031W	
YNR048W	YNR048W
YNL138W	SRV2
YPL205C	
YER175W-A	
Q0085	ATP6
YOR391C	
snR49	
YOR050C	YOR050C
YNR050C	LYS9
YLR342W-A	
YDR433W	YDR433W
YPL242C	IQG1
YNL179C	YNL179C
YMR226C	YMR226C
YGR199W	
tA(UGC)Q	
YJL096W	MRPL49
YJL026W	RNR2
YHR191C	
YJR101W	
YLR168C	UPS2
snR24	SNR24
YPR182W	SMX3
YGR247W	
YGL262W	
YKL211C	
YPL209C	IPL1
YOR314W	
YHL040C	
YOL084W	
YDR079W	
YDR345C	
YGL241W	
YHR004C	
YBR283C	
YGR154C	
YOR018W	ROD1
YLR002C	
YPL007C	TFC8
tQ(UUG)D3	
YPR187W	RPO26
YHR017W	
YNL300W	
YDR262W	
YDL126C	
YMR271C	
YML117W	
YBL009W	
YNL128W	
YER049W	
YGR212W	
YCL063W	VAC17
YLR127C	APC2
YDR315C	IPK1
YMR055C	BUB2
YBL052C	SAS3
YCR038C	
YGL201C	
YOR374W	ALD4
YPR063C	
YJR058C	APS2
YOR034C	
YGR035C	
YOL118C	
YBL085W	BOI1
YDR126W	SWF1
YIL049W	
YNL277W-A	
YEL024W	
tP(UGG)M	
YIL014C-A	YIL014C-A
YBL113W-A	
YDR067C	
YEL027W	VMA3
YGL116W	CDC20
YMR214W	
YGR080W	TWF1
YDR048C	
YDL060W	
YKL190W	CNB1
YPL126W	NAN1
YOR012W	
YLL006W-A	
YHR192W	
YDR255C	RMD5
YFR050C	
snR33	
YLR248W	RCK2
YDR031W	
YDR138W	HPR1
YLR349W	
YBL108W	
YKL204W	
YDR070C	
YOL054W	
YPL171C	OYE3
YJR017C	ESS1
YPL132W	COX11
YBR275C	
YOR053W	YOR053W
YPL143W	RPL33A
YCR015C	
YOR198C	
YDR399W	HPT1
YKL017C	HCS1
YKR064W	
YIL055C	
YOR287C	
YDR494W	
YER073W	
YNL069C	RPL16B
YNL111C	
YCL049C	
YBR133C	
YPR040W	
YPL253C	
YNL166C	
YPR021C	
YPL207W	
YJR068W	
YER075C	
YNR057C	
tK(CUU)G3	
YFR019W	FAB1
YHR040W	
YFL042C	YFL042C
YMR223W	
tG(UCC)N	
YEL031W	SPF1
YDR368W	
YNL067W-B	YNL067W-B
YLR295C	
YLR307C-A	
YCR101C	
YML007C-A	
YMR256C	
YKL192C	
YFR042W	
YOL139C	CDC33
YBR173C	UMP1
YNL242W	ATG2
YDR192C	NUP42
YJL140W	RPB4
YBR170C	NPL4
YCR024C-B	
YBR184W	
YBR203W	
YFL005W	SEC4
YNL292W	
tL(UAA)D	
YDR251W	
YPL201C	
YIR013C	
YHR063W-A	
YLR284C	
YNL266W	
YIL043C	CBR1
snR66	
YBR249C	
YAR060C	
YMR251W	
YBR265W	
YGL071W	AFT1
YGL144C	
YPL188W	
YGL023C	
snR5	
YIL071W-A	
YIL130W	
YER023C-A	
Q0050	
YFL017W-A	SMX2
YJR024C	
YLL019C	KNS1
YNL339W-A	
YLR138W	
YNR066C	
YHR178W	
YJR151C	
YGR015C	
YGR138C	
YKL162C	
YBL079W	NUP170
YER046W	
YMR042W	ARG80
YDL185W	VMA1
YJR032W	
YDL158C	
YBR104W	
YFL031W	HAC1
YHL033C	RPL8A
YAL067W-A	
YHR066W	
YCR085W	
tL(CAA)M	
PWR1	
YKL156W	RPS27A
YDR241W	
YHR029C	
YIL138C	TPM2
YOL055C	
YGL236C	MTO1
YAL049C	
YNR009W	
YBR048W	RPS11B
YER102W	RPS8B
YJL177W	RPL17B
YDR146C	
YIL154C	IMP2'
YJL131C	
YKL056C	TMA19
YPL069C	
YHR073C-B	
YOR180C	DCI1
YMR078C	CTF18
YDL202W	MRPL11
YBR032W	
tW(CCA)K	
YBR273C	UBX7
YER005W	YND1
YDL192W	
tH(GUG)Q	
YLR281C	
YOR394C-A	
YDR308C	SRB7
YDR484W	VPS52
YLR385C	SWC7
tV(AAC)E1	
YML120C	
YEL073C	
YDL178W	DLD2
YLR136C	TIS11
YNL100W	AIM37
YKR008W	
YML118W	
YDR106W	
ITS1-2	
YLR406C	RPL31B
YDR330W	
YOR279C	
YIL125W	KGD1
YEL032C-A	
YER167W	BCK2
YML031W	
ETS1-2	
YDR179W-A	
YOL008W	
YBR278W	
YNL326C	
YDR213W	UPC2
YMR087W	
YOR111W	
YGL257C	
YMR220W	
YBR154C	RPB5
YBR191W-A	
YIR017C	
YHL028W	WSC4
YOR015W	
YFR012W-A	
YHL050W-A	
YGR060W	
YGL206C	CHC1
YOR321W	
YHR081W	LRP1
YDR281C	
YER083C	GET2
YPL030W	
YHR071C-A	
YPR162C	
YPL283W-B	
YMR138W	CIN4
YNL215W	
YMR053C	
YMR122W-A	
YLR118C	YLR118C
YEL030W	ECM10
YFR038W	
YMR041C	
YGR058W	
YER153C	
YGL195W	GCN1
YER137W-A	
YNL225C	
YPR074W-A	
YMR029C	
YMR092C	
YER113C	
YIL052C	RPL34B
YHL038C	
YGL192W	IME4
YIL078W	THS1
YLR036C	
YOL057W	
YPL104W	MSD1
YFR020W	
YLL009C	
YNR044W	AGA1
YLL035W	
YOL157C	
tK(CUU)E1	
YBL045C	COR1
YKL101W	HSL1
YMR291W	
YLR426W	
RDN37-1	RDN37-1
tL(CAA)L	
YOR347C	
YOR143C	
YGR259C	
YMR023C	MSS1
YLL049W	
YBL029W	
YNR059W	
YGR071C	
YOL058W	ARG1
YEL015W	EDC3
YDR279W	RNH202
YNL235C	
YKR035C	
YKR081C	
YBR221C	
YJR143C	
YPR078C	
YDL173W	
YBR123C	TFC1
YJR073C	OPI3
YOR362C	
YOR249C	APC5
YKL185W	
YIL091C	
YFL040W	
YKL080W	VMA5
YLR087C	
YIL073C	SPO22
YIL034C	
YDR522C	
YKL093W	
YDR400W	
YJL211C	
YAR008W	SEN34
YJL225C	
YFR010W	
YMR258C	
YOR013W	
tC(GCA)G	
YCR045C	RRT12
YJL007C	
YDL141W	BPL1
YIR041W	
YHR008C	
YJL122W	
YKL152C	
YLR137W	
YOR123C	
YHR032W	
YDL105W	NSE4
YPL096W	
tD(GUC)J1	
YOL052C-A	DDR2
YDR318W	MCM21
YIL037C	
YDR481C	PHO8
YIL142W	CCT2
YJL198W	
YER130C	
YNL222W	
YNL260C	
YNL156C	
YKL197C	PEX1
YOR390W	
YER138W-A	
Q0120	
YFL034C-A	RPL22B
YFR012W	
YGL083W	
YML084W	
ITS1-1	
YOL077C	
YOR291W	
YMR304C-A	
YNL279W	
YNL281W	
YLR420W	
YGL198W	
YCR061W	YCR061W
YPR145C-A	
YMR185W	
YMR278W	
YML111W	
YCR040W	MATALPHA1
YJL125C	GCD14
YGL218W	YGL218W
YPR052C	
YDR390C	UBA2
tR(UCU)G1	
YML002W	
YBR085C-A	
YER158C	
YLR268W	SEC22
YFL017C	GNA1
YGR143W	
YLR466C-A	
YHL022C	
YDL122W	
YHR165W-A	
YCR106W	
YBR020W	
YMR108W	ILV2
YDR420W	
YNL053W	
YKR106W	
YDR486C	VPS60
YBR262C	AIM5
YGR221C	
YJL144W	
snR59	
YER068W	MOT2
YOR030W	DFG16
YBR233W	PBP2
YBR195C	MSI1
YLR041W	
YLL012W	
YGL130W	
YDR323C	PEP7
YOR319W	
YNL236W	SIN4
YPL265W	
YBR300C	
YGL042C	
YCL047C	
YNR001W-A	
YLR022C	
YIL177W-A	
YMR035W	
YHR083W	SAM35
YGR090W	
YEL020C-B	
YLR382C	NAM2
tK(UUU)L	
YNL327W	
YLR273C	
YML009W-B	YML009W-B
YLR172C	
YER119C	
YOL077W-A	
YPL080C	
YKR076W	ECM4
tR(ACG)L	
YDR242W	
YOR282W	
YCL058W-A	
YOL021C	DIS3
YJL207C	
YNR018W	
YLR154W-F	
YPL148C	
YIL023C	
YGR121W-A	
YDR072C	IPT1
YNL198C	
YER064C	
YLR374C	
YLR315W	
YOL130W	ALR1
YGR206W	
YMR175W	
YFL061W	
YER147C	
YKR028W	
YNL271C	BNI1
tT(AGU)N1	
YLR444C	
YBR072C-A	
YDR346C	SVF1
YMR270C	
YOL136C	PFK27
YIL020C	
YOL083W	ATG34
YCR075W-A	
tM(CAU)J2	
tA(AGC)M1	
YNL070W	TOM7
tD(GUC)N	
Q0110	
YFL037W	TUB2
YJR078W	
YPL005W	
YER085C	
YJL059W	YHC3
YDL091C	
YGR068W-A	
tA(AGC)K2	
YEL050W-A	
YGL119W	COQ8
YOR040W	
tL(UAA)B1	
YIL135C	
YHR104W	
YJL143W	TIM17
YAL004W	
YDL074C	
YJR124C	
YPL139C	UME1
YMR043W	MCM1
YLR174W	
YIR024C	YIR024C
YER065C	
YEL029C	
YCR102C	
YKR009C	FOX2
YJR059W	PTK2
YOR110W	TFC7
YER151C	UBP3
YIL093C	
YGL054C	
YHR213W-B	
YML054C-A	
YBL109W	
YPL128C	TBF1
YER136W	GDI1
YDL211C	
YDR261C	
YJL217W	
YNL255C	
YJR076C	CDC11
YGL044C	
YNL051W	COG5
YNL148C	
YLL019W-A	
YMR107W	
YNR075C-A	
YDL147W	RPN5
YDL081C	RPP1A
YOR294W	
YLR258W	
YOR288C	
YDR283C	GCN2
YIL099W	
YBL104C	SEA4
YLR330W	CHS5
YLR244C	
YHL034W-A	
YDR340W	
YIL020C-A	
YGL229C	
YMR316C-B	
YBR157C	
YGR055W	
YLR299C-A	
tV(CAC)D	
YDL108W	
YGR072W	UPF3
YKL068W	NUP100
YDR313C	
YPL271W	ATP15
YCR019W	
YBL017C	PEP1
YDR496C	
YPL027W	
YMR279C	
YJL222W-B	
YCL007C	YCL007C
YHR019C	DED81
YLL041C	SDH2
YCR033W	
YAR002C-A	
YNL085W	
YBR289W	SNF5
YPL076W	GPI2
YPL100W	ATG21
YBR035C	
YER079W	
YMR244W	
YCL005W-A	VMA9
YLR053C	
YDR537C	
YIL019W	
YDL205C	HEM3
YML126C	ERG13
YDL054C	
YLR232W	
YLR086W	
YNL037C	
YHR202W	
YMR184W	
YFR046C	
YGL067W	
tP(UGG)H	
YLR298C	YHC1
YHL016C	
YDR531W	
tG(GCC)D1	
YER023W	PRO3
YGR151C	
YOL099C	
YBR152W	
YDR226W	ADK1
YGL034C	
YPR011C	
tD(GUC)J2	
YLR283W	
YDL133C-A	RPL41B
YOR182C	RPS30B
YIL083C	
YHR044C	DOG1
YDR188W	CCT6
tS(UGA)Q2	
YOR219C	STE13
YGR292W	MAL12
YHR140W	
YHR072W-A	
YDL237W	AIM6
YDR524C	AGE1
YPR038W	
YLR238W	
YGR184C	UBR1
YMR010W	
YCR048W	ARE1
YGR024C	
YGL237C	
YPR045C	THP3
YPL033C	
YER024W	
YHR210C	
YKL092C	BUD2
tV(AAC)G1	
YDR189W	
YJL047C-A	
YMR165C	PAH1
YGR062C	COX18
YGL161C	
YMR206W	
YMR019W	
YCR073C	
tI(AAU)N2	
YBR127C	VMA2
YPR136C	
YGR076C	MRPL25
YOR232W	MGE1
tT(AGU)J	
YML012C-A	YML012C-A
YNL068C	
tA(AGC)H	
snR39	
YMR123W	
YJL100W	
YOL061W	
YJL206C	
YKL222C	
YHR032W-A	
YJL005W	CYR1
YLL059C	
YHR139C	
YPL239W	
YMR170C	
YDR090C	
RUF5-1	RUF5-1
YOL092W	
YCL018W	
YBL023C	
YDR161W	
YLR048W	RPS0B
tG(GCC)J1	
YMR280C	CAT8
YBL044W	
YPL118W	
YEL025C	YEL025C
tL(UAA)J	SUP51
YNR077C	
YNR022C	
YBR017C	
YJR126C	
YDR376W	
YKL120W	
YDR450W	RPS18A
tE(UUC)J	
YBR079C	RPG1
YDR402C	DIT2
YHR155W	
YHR211W	
YBR137W	
YGR049W	
YJL026C-A	
YPR075C	
YNL259C	
YOR162C	YRR1
YOR158W	
YHL012W	
YAL026C-A	
YDR257C	RKM4
YGL062W	
YIR030C	
YGL103W	RPL28
IRT1	
YML037C	
YGR124W	
YGR294W	
YBR291C	
YOL032W	
YPL222W	
YIL059C	
YMR219W	
YPL153C	RAD53
YKL175W	
YOR313C	
YMR070W	MOT3
YDR525W	
YDR074W	TPS2
tM(CAU)C	
YGL259W	
YML009C	MRPL39
YBR045C	
YLR120W-A	
YPL134C	ODC1
YDL035C	
YBR036C	CSG2
YER016W	BIM1
YLR229C	
YMR151W	
YML053C	
YJR052W	
YGR027C	RPS25A
YPL093W	
YHL018W	
YMR196W	
YMR116C	ASC1
YDR449C	
YML093W	
YIL151C	
YDR491C	
YGR120C	COG2
YPR023C	
tP(UGG)L	
YLR277C	YSH1
YJR075W	
YGL093W	
YGR168C	
YAL034C	
YOR090C	PTC5
YDR463W	STP1
YBR276C	
tQ(CUG)M	CDC65
YJR154W	
YLR316C	
YFR057W	
YGL001C	
YML009C-A	YML009C-A
YLR459W	GAB1
tL(UAG)L1	
YFL015W-A	
YKR098C	
YIL062C	
YER006C-A	
YML057C-A	YML057C-A
YNL168C	
tT(UAG)Q2	
YML003W	
YDL064W	
YOL129W	
YOR037W	
YOR280C	
YBR236C	
YAR023C	
YIL134C-A	
YOR189W	
YDR190C	RVB1
YGL112C	TAF6
YMR006C	
YML094W	GIM5
YKR051W	
YGR033C	TIM21
YGL190C	
YHR009C	TDA3
YDL231C	
YHR123W	
YDR124W	
YGL246C	
YMR198W	
YML108W	
YIL160C	POT1
YMR158W-B	YMR158W-B
YLR379W	
YBL100W-C	YBL100W-C
YDR145W	TAF12
YDL061C	RPS29B
YML019W	
YCR001W	
YKL032C	IXR1
YLR263W	
YPL256C	
YPL099C	AIM43
YMR176W	
YGR114C	
YDL040C	NAT1
YHR052W	CIC1
YGR128C	
YDR312W	
YLR102C	
YKL010C	
YNL158W	
YBL006W-A	
YDR162C	
YDL101C	
YML081C-A	
YAL061W	
YKR041W	
YHR091C	MSR1
YCL010C	
YLR275W	SMD2
tS(AGA)A	
YDR336W	
YMR002W	
YIL096C	
YER062C	HOR2
YKL090W	
YGR059W	
YNL322C	
YJR149W	
YJR157W	
YOR063W	RPL3
YLR091W	GEP5
YEL050C	
tL(GAG)G	
YPL064C	
YPL101W	ELP4
YPL247C	
YNL337W	
YMR276W	
YMR301C	
YDR103W	STE5
YGL208W	SIP2
YPR066W	
YNL286W	
YDR488C	
snR34	
YFL048C	
YJL027C	
YBR141W-A	
tG(GCC)P1	
YFR053C	
YGR132C	
YPR093C	
tS(AGA)D2	
YGL092W	NUP145
YPL037C	
YOR310C	NOP58
YBL031W	
YMR063W	
YGL178W	MPT5
YKL033W-A	
YGR296C-A	
YLR084C	
YHR036W	
YKL176C	
YMR229C	
YOR238W	
YOR367W	
YOR297C	
YJL014W	CCT3
YPR165W	
YDR009W	
YIL164C	
YLR435W	
YLR112W	
YNL147W	
YOR176W	
YPL177C	
YJL203W	PRP21
YDR034C	
YFL036W	
YHR217C	
YJL174W	
YDR329C	PEX3
tW(UCA)Q	
YDL229W	SSB1
YKR029C	
YDR285W	
YAL021C	CCR4
YPL157W	
YGL163C	RAD54
YJR035W	
YPL194W	
tG(GCC)F1	
tE(UUC)E1	
YBR196C	PGI1
YOR183W	
YDL025W-A	
YMR071C	
YPL119C-A	
YOR236W	
YDL203C	
YDL084W	
YLR361C-A	
YOR042W	
YBL051C	PIN4
YIL142C-A	
YLR447C	
YER019C-A	SBH2
YML004C	
YDR468C	
YAL002W	VPS8
YLR412W	
YOR246C	
YKL184W	SPE1
YOR073W-A	
YML046W	
YNL283C	WSC2
YBR006W	UGA2
YLR018C	
YLR344W	RPL26A
YPR047W	MSF1
YDR472W	
YDL030W	
YGL209W	MIG2
Q0092	Q0092
YOR056C	NOB1
YJR090C	GRR1
YKL019W	
YML043C	
YOL075C	
YDR107C	
YHR156C	LIN1
YPL252C	
YOR383C	
YKR039W	
YOR263C	
YOR101W	
YHR077C	NMD2
tS(GCU)F	
YGR123C	
YNL202W	SPS19
YCL023C	
YNL064C	YDJ1
YER121W	
YOL141W	PPM2
YDL127W	PCL2
YDR237W	MRPL7
YER101C	
YHR144C	
YBR102C	EXO84
YNL197C	
YIL032C	
YGR013W	
YOR125C	CAT5
YOR022C	
YKR043C	
YGR051C	
tF(GAA)Q	
YJR062C	NTA1
YLR240W	VPS34
YDR321W	
YGL191W	
YDR195W	
YDR360W	
YNL181W	
YOR071C	NRT1
tT(AGU)C	
YGR192C	TDH3
YHR012W	VPS29
YLR408C	BLS1
YHR037W	
YER044C-A	
YPR116W	
YBL075C	SSA3
SCR1	
YKL055C	
YHR218W-A	
YGL036W	
YOR011W	
YML119W	
RDN5-4	RDN5-4
YKL144C	RPC25
YPR043W	RPL43A
YJL025W	
YPL023C	
YLR291C	
YPL281C	
YOL164W	
YGR256W	
YHR068W	
YPL241C	
YDL168W	SFA1
YPL190C	NAB3
YKL160W	
YLR390W	
YKL011C	CCE1
YPL113C	
YGR063C	
YDR300C	
YJR116W	
YLR157W-E	YLR157W-E
YDL085W	NDE2
YMR322C	SNO4
YLR140W	
YLR450W	
YLR331C	
YGR169C	
YPL029W	SUV3
YJL147C	
YBR188C	
YBR012C	
YLR021W	IRC25
tS(UGA)P	SUP16
YJL180C	
YIL174W	
YDR524W-C	YDR524W-C
YOR149C	SMP3
YJL039C	
YKL142W	MRP8
snR32	
snR77	SNR77
YMR311C	
YBL024W	NCL1
tX(XXX)D	
YMR124W	
YJL112W	MDV1
YDL016C	
YBR107C	IML3
YDL156W	
YJL068C	
YDL228C	
tE(UUC)K	
tA(AGC)G	
YDL239C	
YCR087C-A	
YOR172W	
YBR103W	SIF2
YLR394W	CST9
YOL143C	
tL(UAA)Q	
YFL041W	
YAL059C-A	
YBL072C	RPS8A
YGL132W	
YDR309C	
YER067W	
YOR049C	
YJR033C	RAV1
YBR282W	MRPL27
YKL167C	
YCL022C	
YCR018C	
YLR156C-A	
YBR288C	APM3
YOL131W	
YPR137W	
YLR203C	
YPL219W	
YBL113C	
YMR230W-A	
YNL252C	MRPL17
YDR171W	
YDR364C	CDC40
YMR250W	
YJR010C-A	
YDL177C	
YCL048W-A	
YKL218C	
YPL222C-A	
YCL031C	
YLR384C	IKI3
YNL108C	YNL108C
YNL276C	
YPR132W	RPS23B
YOR141C	
YER104W	
YGR282C	
YOL112W	
YPR018W	RLF2
YLL011W	
YGR238C	
YOR228C	
YML048W	GSF2
YOR388C	
snR6	SNR6
YFR040W	
YPL168W	
tV(AAC)H	
YIL120W	
YKR053C	YSR3
YBR001C	
YDL150W	RPC53
YDR351W	
YIL101C	
YLR329W	
tG(CCC)O	
YNL216W	RAP1
YLR133W	
YPL105C	SYH1
YDR335W	MSN5
YOR046C	DBP5
YJL136W-A	
YOR286W	RDL2
YKR069W	MET1
YGR047C	TFC4
YKR059W	TIF1
tG(UCC)G	
YMR289W	
YAL036C	RBG1
YDL133W	
YER009W	
YBR202W	MCM7
YGR216C	
YLL010C	
YNL088W	TOP2
YHR061C	
YLR260W	
YIL053W	RHR2
YBR004C	GPI18
YCL016C	
YNL130C	
YMR287C	DSS1
YPL108W	
YNL153C	GIM3
YEL019C	MMS21
YDR359C	EAF1
YMR320W	
YFL016C	
YDL180W	
YLR151C	
YKR033C	
YHL019C	
YGL188C-A	
YDR371W	
YBR295W	PCA1
YNL186W	UBP10
YMR057C	
YLR249W	YEF3
YER096W	
YER017C	AFG3
YFL058W	
YJL064W	
YML042W	CAT2
YDR524C-B	
YMR298W	
YFL030W	AGX1
YGR046W	TAM41
YGR099W	
YKR016W	FCJ1
YEL043W	
YGL041C	
YNR056C	
tA(AGC)M2	
tG(GCC)C	
YPL043W	NOP4
YPR190C	RPC82
YLR388W	RPS29A
YDL003W	MCD1
YMR217W	
YLL057C	
YBR122C	MRPL36
YDR507C	GIN4
YJR077C	MIR1
YLR453C	
YAR053W	
YGL261C	
YOR302W	
snR78	SNR78
YBR206W	
YFL029C	CAK1
YMR122C	
YOR224C	RPB8
YOL146W	
YKR021W	ALY1
YBR130C	
YMR105W-A	
YJL066C	
YHR076W	
YMR085W	
YDL018C	
YDR218C	
YLL044W	
YGL122C	
YML121W	
YLR399C	
YJR031C	
YOR095C	
YAL037C-B	
YNL023C	
YJL183W	
YGR036C	CAX4
YGR147C	
tT(AGU)I1	
tE(UUC)M	
YGL011C	SCL1
YKR070W	
YNL332W	
YNR065C	YNR065C
YLR335W	
tV(AAC)M1	
YDR379C-A	
YLR120C	YPS1
YEL069C	
YLR397C	AFG2
YLR097C	
YLR230W	
YOL150C	
tI(UAU)D	
YHR018C	
YNL107W	
YAR014C	
YOL089C	
YNL130C-A	
YEL057C	
tK(CUU)E2	
YJL034W	KAR2
YBL043W	
YOR171C	
YLR410W	
YJR142W	
YOL098C	
YDL148C	NOP14
YDR152W	
YMR001C	CDC5
YMR315W	
YOR089C	VPS21
YMR218C	
YCR089W	
YDR270W	
YDL207W	GLE1
YLR366W	
YCR022C	
YKL082C	
YJL157C	
YHL007C	
YDR374C	
YNR029C	
YGR145W	
tP(UGG)O3	
YBR296C-A	
YDL025C	
YLR287C	
YBR205W	
YDL020C	RPN4
YJL044C	
YBR255W	
YLR161W	
YNL012W	
YHR115C	DMA1
YJR103W	
YDR058C	
YEL071W	
YIR023W	DAL81
YER180C-A	
YIL029C	
YIR036W-A	
YJR112W	
YOL078W	
YJL129C	
YPR030W	CSR2
YGL185C	
YGL060W	YBP2
YIL076W	SEC28
YOL148C	SPT20
YPL138C	SPP1
YBR109C	CMD1
YDR164C	
YDR092W	
YHR043C	DOG2
YMR174C	PAI3
YBR161W	
YBR131C-A	
YPR201W	ARR3
YJL170C	
YDR099W	BMH2
YDL047W	
RDN25-1	RDN25-1
YDL190C	
YPR186C	PZF1
YBR221W-A	
YLR205C	
YER032W	FIR1
YJL188C	
YOR024W	YOR024W
YOR278W	HEM4
snR30	
YCR003W	MRPL32
tG(GCC)D2	
YLR360W	VPS38
YIL030W-A	
YIL008W	
YDR525W-A	
YNL256W	
YKL138C-A	
YDL121C	
YDR012W	RPL4B
YHL035C	
YJL200C	
YJR136C	
YGL066W	SGF73
YDL236W	
YNL318C	
YAL009W	
YOL022C	
YLR245C	
YOR079C	ATX2
YNL240C	
YLR241W	
YBR166C	
YPR104C	FHL1
YDR087C	
YJR011C	
YJR050W	ISY1
YAL065C	
YLR171W	
YJR112W-A	
YOR091W	TMA46
YAL042C-A	YAL042C-A
YGL212W	VAM7
YGL152C	
YFL039C	ACT1
YGR018C	
YHL017W	
YKL023C-A	
YFR003C	
YML047C	
YOL051W	GAL11
YHR137C-A	
YML101C-A	YML101C-A
YAL028W	FRT2
YLR328W	
YGR215W	
YHR050W-A	
YAL015C	NTG1
YDR342C	
YGR231C	
YOR307C	
YOL007C	
YER154W	OXA1
YML079W	
YPL085W	SEC16
YLR159W	
YPL122C	
YOL165C	
YCL055W	
YML052W	
YBR132C	
YLR011W	
YER127W	
YAL032C	PRP45
YBR153W	
YLR188W	
YER063W	
YHR063C	
YDR350C	ATP22
YGR100W	MDR1
YGR020C	
YJR051W	OSM1
YGL088W	
YGR275W	
YJR125C	
snR68	
YAL020C	ATS1
YLR312W-A	MRPL15
RPR1	
YOR222W	ODC2
YMR193W	MRPL24
YPR159C-A	
YPR109W	
YPL053C	KTR6
YFR030W	
YLR207W	
YKL150W	
YEL035C	
YBR005W	RCR1
YMR172C-A	
tS(AGA)M	
YNL335W	
YGR243W	
YJL024C	APS3
YGR240C	
YML025C	YML6
YBR106W	
YFL053W	
YGR104C	SRB5
YDL085C-A	
YLR363C	
YDL103C	QRI1
YGL056C	
YKL169C	
YHR102W	KIC1
YJL212C	OPT1
YOR320C	
YOR318C	
YDR480W	DIG2
YOR259C	RPT4
YOL006C	TOP1
YJR061W	
YML106W	URA5
ETS2-1	
YHL010C	ETP1
YGL072C	
YJL001W	PRE3
YDL055C	PSA1
YGL233W	
YNL174W	
YPL237W	
YLR154W-C	TAR1
YBR210W	
YER098W	
YPL031C	PHO85
tN(GUU)F	
YNL005C	MRP7
YDR510W	
YIL085C	
YOR298W	
YOR217W	RFC1
YNR014W	
YBR301W	PAU24
YPR036W	VMA13
YBR076W	
YML014W	TRM9
YDR332W	
YBL062W	
YGR102C	
YKL105C	
YMR197C	
YLR372W	SUR4
YOR354C	
YML015C	TAF11
YNL129W	
YOR340C	RPA43
YOR179C	
YOR150W	MRPL23
YER066W	
YJR066W	TOR1
YLR452C	
YKL151C	
YOR184W	SER1
YBR084C-A	RPL19A
YBR120C	
YHR173C	
YAL008W	
YML109W	ZDS2
YDR035W	
YAL035W	FUN12
YMR178W	
YOR127W	RGA1
YML006C	
YGL099W	LSG1
YML016C	
YML096W	
YGL123W	RPS2
YOL087C	
YOR364W	
YOR210W	RPB10
YGL059W	
YBR272C	
YLL037W	
YKR088C	
YIL027C	KRE27
snR75	SNR75
YHR176W	
tY(GUA)M1	
YHR087W	
YGR039W	
YKL036C	
snR65	
tE(UUC)L	
YIL018W	RPL2B
YGR204C-A	
YDR033W	
YNL142W	
YNL262W	POL2
YLR262C-A	TMA7
YKR031C	SPO14
YIL063C	
YHR116W	
YCR042C	TAF2
snR45	
YOR105W	
YPL262W	
YMR154C	RIM13
YOR393W	
YKL095W	YJU2
YDL090C	RAM1
YOR161C	
YDL219W	DTD1
YDR506C	
YJR043C	
YNL232W	CSL4
snR72	SNR72
YNL110C	
YCR108C	
YDR393W	SHE9
YPR073C	
YKL097C	
YHR121W	
Q0130	OLI1
YGR160W	
YKL067W	YNK1
YPL221W	FLC1
YBR250W	
YKL178C	STE3
YJR106W	
YDL153C	SAS10
YEL038W	
YJL162C	
tF(GAA)H1	
YBR263W	SHM1
YDR137W	
YMR028W	
YEL076C-A	
YGL183C	
YHR171W	ATG7
YNR031C	
YBR228W	
YJR036C	
YOL015W	
YDR532C	
YER014C-A	
YBL033C	
YLR239C	
YKL020C	
YDL159W	
YNR076W	
YIL068W-A	
YNR072W	
